,Unnamed: 0,Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Operating Margin,Sales Method,Gender,Rating
50,50,Walmart,1185732,2020-04-21,Northeast,New York,New York,Women's Street Footwear,50.0,925,462500.0,161875.0,0.35,Outlet,Women,5
51,51,Walmart,1185732,2020-04-22,Northeast,New York,New York,Women's Athletic Footwear,50.0,900,450000.0,157500.0,0.35,Outlet,Women,8
52,52,Walmart,1185732,2020-04-23,Northeast,New York,New York,Men's Apparel,60.0,900,540000.0,162000.0,0.3,Outlet,Men,5
53,53,Walmart,1185732,2020-04-24,Northeast,New York,New York,Women's Apparel,65.0,1000,650000.0,162500.0,0.25,Outlet,Women,1
54,54,Walmart,1185732,2020-04-25,Northeast,New York,New York,Men's Apparel,65.0,875,568750.0,170625.0,0.3,Outlet,Men,7
55,55,Walmart,1185732,2020-04-26,Northeast,New York,New York,Women's Apparel,70.0,1000,700000.0,175000.0,0.25,Outlet,Women,10
56,56,Walmart,1185732,2020-04-27,Northeast,New York,New York,Men's Street Footwear,65.0,1150,747500.0,373750.0,0.5,Outlet,Men,10
57,57,Walmart,1185732,2020-04-28,Northeast,New York,New York,Men's Athletic Footwear,55.00000000000001,975,536250.0000000001,160875.00000000003,0.3,Outlet,Men,5
58,58,Walmart,1185732,2020-04-29,Northeast,New York,New York,Women's Street Footwear,55.00000000000001,920,506000.00000000006,177100.0,0.35,Outlet,Women,9
59,59,Walmart,1185732,2020-04-30,Northeast,New York,New York,Women's Athletic Footwear,55.00000000000001,900,495000.00000000006,173250.0,0.35,Outlet,Women,4
60,60,Walmart,1185732,2020-05-01,Northeast,New York,New York,Men's Apparel,65.0,875,568750.0,170625.0,0.3,Outlet,Men,5
61,61,Walmart,1185732,2020-05-02,Northeast,New York,New York,Women's Apparel,70.0,975,682500.0,170625.0,0.25,Outlet,Women,5
62,62,Walmart,1185732,2020-05-03,Northeast,New York,New York,Men's Street Footwear,65.0,1200,780000.0,390000.0,0.5,Outlet,Men,10
63,63,Walmart,1185732,2020-05-04,Northeast,New York,New York,Men's Athletic Footwear,55.00000000000001,1000,550000.0000000001,165000.00000000003,0.3,Outlet,Men,4
64,64,Walmart,1185732,2020-05-05,Northeast,New York,New York,Women's Street Footwear,55.00000000000001,950,522500.00000000006,182875.0,0.35,Outlet,Women,1
65,65,Walmart,1185732,2020-05-06,Northeast,New York,New York,Women's Athletic Footwear,55.00000000000001,900,495000.00000000006,173250.0,0.35,Outlet,Women,10
66,66,Walmart,1185732,2020-05-07,Northeast,New York,New York,Men's Apparel,65.0,900,585000.0,175500.0,0.3,Outlet,Men,2
67,67,Walmart,1185732,2020-07-18,Northeast,New York,New York,Women's Apparel,70.0,1000,700000.0,175000.0,0.25,Outlet,Women,5
68,68,Sports Direct,1197831,2020-07-19,Northeast,New York,New York,Men's Street Footwear,25.0,900,225000.0,78750.0,0.35,Outlet,Men,10
69,69,Sports Direct,1197831,2020-07-20,Northeast,New York,New York,Men's Athletic Footwear,35.0,900,315000.0,110250.0,0.35,Outlet,Men,10
70,70,Sports Direct,1197831,2020-07-21,Northeast,New York,New York,Women's Street Footwear,35.0,700,245000.0,85750.0,0.35,Outlet,Women,1
71,71,Sports Direct,1197831,2020-07-22,Northeast,New York,New York,Women's Athletic Footwear,35.0,700,245000.0,110250.0,0.45,Outlet,Women,8
72,72,Sports Direct,1197831,2020-07-23,South,Texas,Houston,Men's Apparel,40.0,550,220000.0,66000.0,0.3,Outlet,Men,9
73,73,Sports Direct,1197831,2020-07-24,South,Texas,Houston,Women's Apparel,35.0,700,245000.0,122500.0,0.5,Outlet,Women,3
74,74,Sports Direct,1197831,2020-07-25,South,Texas,Houston,Men's Street Footwear,25.0,850,212500.0,74375.0,0.35,Outlet,Men,3
75,75,Sports Direct,1197831,2020-07-26,South,Texas,Houston,Men's Athletic Footwear,35.0,850,297500.0,104125.0,0.35,Outlet,Men,8
76,76,Sports Direct,1197831,2020-07-27,South,Texas,Houston,Women's Street Footwear,35.0,675,236250.0,82687.5,0.35,Outlet,Women,6
77,77,Sports Direct,1197831,2020-07-28,South,Texas,Houston,Women's Athletic Footwear,35.0,625,218750.0,98437.5,0.45,Outlet,Women,1
78,78,Sports Direct,1197831,2020-07-29,South,Texas,Houston,Men's Apparel,40.0,500,200000.0,60000.0,0.3,Outlet,Men,10
79,79,Sports Direct,1197831,2020-07-30,South,Texas,Houston,Women's Apparel,35.0,700,245000.0,122500.0,0.5,Outlet,Women,5
80,80,Sports Direct,1197831,2020-07-31,South,Texas,Houston,Men's Street Footwear,30.0,875,262500.0,91875.0,0.35,Outlet,Men,2
81,81,Sports Direct,1197831,2020-08-01,South,Texas,Houston,Men's Athletic Footwear,40.0,875,350000.0,122500.0,0.35,Outlet,Men,3
82,82,Sports Direct,1197831,2020-08-02,South,Texas,Houston,Women's Street Footwear,35.0,700,245000.0,85750.0,0.35,Outlet,Women,10
83,83,Sports Direct,1197831,2020-08-03,South,Texas,Houston,Women's Athletic Footwear,40.0,600,240000.0,108000.0,0.45,Outlet,Women,6
84,84,Sports Direct,1197831,2020-08-04,South,Texas,Houston,Men's Apparel,45.0,500,225000.0,67500.0,0.3,Outlet,Men,9
85,85,Sports Direct,1197831,2020-08-05,South,Texas,Houston,Women's Apparel,40.0,650,260000.0,130000.0,0.5,Outlet,Women,10
86,86,Sports Direct,1197831,2020-08-06,South,Texas,Houston,Men's Street Footwear,30.0,900,270000.0,94500.0,0.35,Outlet,Men,5
87,87,Sports Direct,1197831,2020-08-07,South,Texas,Houston,Men's Athletic Footwear,40.0,900,360000.0,126000.0,0.35,Outlet,Men,5
88,88,Sports Direct,1197831,2020-08-08,South,Texas,Houston,Women's Street Footwear,35.0,725,253750.0,88812.5,0.35,Outlet,Women,6
89,89,Sports Direct,1197831,2020-08-09,South,Texas,Houston,Women's Athletic Footwear,40.0,625,250000.0,112500.0,0.45,Outlet,Women,4
90,90,Walmart,1197831,2020-08-10,South,Texas,Houston,Men's Apparel,45.0,525,236250.0,70875.0,0.3,Outlet,Men,5
91,91,Walmart,1197831,2020-08-11,South,Texas,Houston,Women's Apparel,40.0,800,320000.0,160000.0,0.5,Outlet,Women,7
92,92,Walmart,1197831,2020-08-12,South,Texas,Houston,Men's Street Footwear,30.0,925,277500.0,97125.0,0.35,Outlet,Men,2
93,93,Walmart,1197831,2020-08-13,South,Texas,Houston,Men's Athletic Footwear,40.0,925,370000.0,129500.0,0.35,Outlet,Men,6
94,94,Walmart,1197831,2020-08-14,South,Texas,Houston,Women's Street Footwear,35.0,775,271250.0,94937.5,0.35,Outlet,Women,5
95,95,Walmart,1197831,2020-08-15,South,Texas,Houston,Women's Athletic Footwear,40.0,700,280000.0,126000.0,0.45,Outlet,Women,10
96,96,Walmart,1197831,2020-08-16,South,Texas,Houston,Men's Apparel,45.0,600,270000.0,81000.0,0.3,Outlet,Men,1
97,97,Walmart,1197831,2020-08-17,South,Texas,Houston,Women's Apparel,40.0,950,380000.0,190000.0,0.5,Outlet,Women,2
98,98,Walmart,1197831,2020-08-18,South,Texas,Houston,Men's Street Footwear,40.0,950,380000.0,133000.0,0.35,Outlet,Men,2
99,99,Walmart,1197831,2020-08-19,South,Texas,Houston,Men's Athletic Footwear,45.0,950,427500.0,149625.0,0.35,Outlet,Men,6
100,100,Walmart,1197831,2020-08-20,South,Texas,Houston,Women's Street Footwear,40.0,800,320000.0,112000.0,0.35,Outlet,Women,8
101,101,Walmart,1197831,2020-08-21,South,Texas,Houston,Women's Athletic Footwear,40.0,750,300000.0,135000.0,0.45,Outlet,Women,10
102,102,Walmart,1197831,2020-08-22,South,Texas,Houston,Men's Apparel,45.0,650,292500.0,87750.0,0.3,Outlet,Men,10
103,103,Walmart,1197831,2020-08-23,South,Texas,Houston,Women's Apparel,50.0,1000,500000.0,250000.0,0.5,Outlet,Women,8
104,104,Walmart,1197831,2020-08-24,South,Texas,Houston,Men's Street Footwear,40.0,950,380000.0,133000.0,0.35,Outlet,Men,5
105,105,Walmart,1197831,2020-08-25,South,Texas,Houston,Men's Athletic Footwear,45.0,950,427500.0,149625.0,0.35,Outlet,Men,7
106,106,Walmart,1197831,2020-08-26,South,Texas,Houston,Women's Street Footwear,40.0,1100,440000.0,154000.0,0.35,Outlet,Women,10
107,107,Walmart,1197831,2020-08-27,South,Texas,Houston,Women's Athletic Footwear,40.0,700,280000.0,126000.0,0.45,Outlet,Women,1
108,108,Walmart,1197831,2020-08-28,South,Texas,Houston,Men's Apparel,45.0,700,315000.0,94500.0,0.3,Outlet,Men,7
109,109,Walmart,1197831,2020-08-29,South,Texas,Houston,Women's Apparel,50.0,975,487500.0,243750.0,0.5,Outlet,Women,9
110,110,Walmart,1197831,2020-08-30,South,Texas,Houston,Men's Street Footwear,40.0,925,370000.0,129500.0,0.35,Outlet,Men,9
111,111,Walmart,1197831,2020-08-31,South,Texas,Houston,Men's Athletic Footwear,45.0,925,416250.0,145687.5,0.35,Outlet,Men,3
112,112,Walmart,1197831,2020-09-01,South,Texas,Houston,Women's Street Footwear,40.0,1100,440000.0,154000.0,0.35,Outlet,Women,5
113,113,Walmart,1197831,2020-09-02,South,Texas,Houston,Women's Athletic Footwear,40.0,650,260000.0,117000.0,0.45,Outlet,Women,10
114,114,Walmart,1197831,2020-09-03,South,Texas,Houston,Men's Apparel,45.0,650,292500.0,87750.0,0.3,Outlet,Men,1
115,115,Walmart,1197831,2020-09-04,South,Texas,Houston,Women's Apparel,50.0,900,450000.0,225000.0,0.5,Outlet,Women,8
116,116,Walmart,1197831,2020-09-05,South,Texas,Houston,Men's Street Footwear,45.0,850,382500.0,133875.0,0.35,Outlet,Men,9
117,117,Walmart,1197831,2020-09-06,South,Texas,Houston,Men's Athletic Footwear,45.0,850,382500.0,133875.0,0.35,Outlet,Men,7
118,118,Walmart,1197831,2020-09-07,South,Texas,Houston,Women's Street Footwear,50.0,900,450000.0,157500.0,0.35,Outlet,Women,4
119,119,Walmart,1197831,2020-09-08,South,Texas,Houston,Women's Athletic Footwear,50.0,625,312500.0,140625.0,0.45,Outlet,Women,5
120,120,Walmart,1197831,2020-09-09,South,Texas,Houston,Men's Apparel,45.0,625,281250.0,84375.0,0.3,Outlet,Men,4
121,121,Walmart,1197831,2020-09-10,South,Texas,Houston,Women's Apparel,55.00000000000001,850,467500.00000000006,233750.00000000003,0.5,Outlet,Women,7
122,122,Walmart,1197831,2020-09-11,South,Texas,Houston,Men's Street Footwear,45.0,800,360000.0,126000.0,0.35,Outlet,Men,3
123,123,Walmart,1197831,2020-09-12,South,Texas,Houston,Men's Athletic Footwear,45.0,800,360000.0,126000.0,0.35,Outlet,Men,10
124,124,Walmart,1197831,2020-09-13,South,Texas,Houston,Women's Street Footwear,50.0,750,375000.0,131250.0,0.35,Outlet,Women,3
125,125,Walmart,1197831,2020-09-14,South,Texas,Houston,Women's Athletic Footwear,50.0,600,300000.0,135000.0,0.45,Outlet,Women,9
126,126,Walmart,1197831,2020-09-15,South,Texas,Houston,Men's Apparel,45.0,575,258750.0,77625.0,0.3,Outlet,Men,7
127,127,Walmart,1197831,2020-09-16,South,Texas,Houston,Women's Apparel,55.00000000000001,750,412500.00000000006,206250.00000000003,0.5,Outlet,Women,1
128,128,Walmart,1197831,2020-10-20,South,Texas,Houston,Men's Street Footwear,45.0,900,405000.0,141750.0,0.35,Outlet,Men,2
129,129,Walmart,1197831,2020-10-21,South,Texas,Houston,Men's Athletic Footwear,45.0,900,405000.0,141750.0,0.35,Outlet,Men,10
130,130,Walmart,1197831,2020-10-22,South,Texas,Houston,Women's Street Footwear,50.0,825,412500.0,144375.0,0.35,Outlet,Women,4
131,131,Walmart,1197831,2020-10-23,South,Texas,Houston,Women's Athletic Footwear,50.0,675,337500.0,151875.0,0.45,Outlet,Women,8
132,132,Walmart,1197831,2020-10-24,South,Texas,Houston,Men's Apparel,45.0,650,292500.0,87750.0,0.3,Outlet,Men,4
133,133,Walmart,1197831,2020-10-25,South,Texas,Houston,Women's Apparel,55.00000000000001,850,467500.00000000006,233750.00000000003,0.5,Outlet,Women,2
134,134,Walmart,1197831,2020-10-26,South,Texas,Houston,Men's Street Footwear,45.0,950,427500.0,149625.0,0.35,Outlet,Men,2
135,135,Walmart,1197831,2020-10-27,South,Texas,Houston,Men's Athletic Footwear,45.0,950,427500.0,149625.0,0.35,Outlet,Men,5
136,136,Walmart,1197831,2020-10-28,South,Texas,Houston,Women's Street Footwear,50.0,850,425000.0,148750.0,0.35,Outlet,Women,2
137,137,Walmart,1197831,2020-10-29,South,Texas,Houston,Women's Athletic Footwear,50.0,700,350000.0,157500.0,0.45,Outlet,Women,1
138,138,Walmart,1197831,2020-10-30,South,Texas,Houston,Men's Apparel,45.0,650,292500.0,87750.0,0.3,Outlet,Men,7
139,139,Walmart,1197831,2020-10-31,South,Texas,Houston,Women's Apparel,55.00000000000001,900,495000.00000000006,247500.00000000003,0.5,Outlet,Women,4
140,140,West Gear,1128299,2020-11-01,South,Texas,Houston,Men's Street Footwear,40.0,775,310000.0,108500.0,0.35,Outlet,Men,1
141,141,West Gear,1128299,2020-11-02,South,Texas,Houston,Men's Athletic Footwear,50.0,775,387500.0,77500.0,0.2,Outlet,Men,2
142,142,West Gear,1128299,2020-11-03,South,Texas,Houston,Women's Street Footwear,50.0,775,387500.0,135625.0,0.35,Outlet,Women,9
143,143,West Gear,1128299,2020-11-04,South,Texas,Houston,Women's Athletic Footwear,50.0,625,312500.0,93750.0,0.3,Outlet,Women,6
144,144,West Gear,1128299,2020-11-05,West,California,San Francisco,Men's Apparel,55.00000000000001,575,316250.00000000006,158125.00000000003,0.5,Outlet,Men,8
145,145,West Gear,1128299,2020-11-06,West,California,San Francisco,Women's Apparel,50.0,775,387500.0,58125.00000000001,0.15,Outlet,Women,9
146,146,West Gear,1128299,2020-11-07,West,California,San Francisco,Men's Street Footwear,40.0,825,330000.0,115500.0,0.35,Outlet,Men,4
147,147,West Gear,1128299,2020-11-08,West,California,San Francisco,Men's Athletic Footwear,50.0,725,362500.0,72500.0,0.2,Outlet,Men,3
148,148,West Gear,1128299,2020-11-09,West,California,San Francisco,Women's Street Footwear,50.0,725,362500.0,126875.0,0.35,Outlet,Women,8
149,149,West Gear,1128299,2020-11-10,West,California,San Francisco,Women's Athletic Footwear,50.0,575,287500.0,86250.0,0.3,Outlet,Women,5
150,150,West Gear,1128299,2020-11-11,West,California,San Francisco,Men's Apparel,55.00000000000001,500,275000.00000000006,137500.00000000003,0.5,Outlet,Men,1
151,151,West Gear,1128299,2020-11-12,West,California,San Francisco,Women's Apparel,50.0,700,350000.0,52500.00000000001,0.15,Outlet,Women,3
152,152,West Gear,1128299,2020-11-13,West,California,San Francisco,Men's Street Footwear,50.0,850,425000.0,148750.0,0.35,Outlet,Men,2
153,153,West Gear,1128299,2020-11-14,West,California,San Francisco,Men's Athletic Footwear,60.0,700,420000.0,84000.0,0.2,Outlet,Men,5
154,154,West Gear,1128299,2020-11-15,West,California,San Francisco,Women's Street Footwear,60.0,700,420000.0,147000.0,0.35,Outlet,Women,1
155,155,West Gear,1128299,2020-12-22,West,California,San Francisco,Women's Athletic Footwear,60.0,600,360000.0,108000.0,0.3,Outlet,Women,8
156,156,West Gear,1128299,2020-12-23,West,California,San Francisco,Men's Apparel,65.0,500,325000.0,162500.0,0.5,Outlet,Men,1
157,157,West Gear,1128299,2020-12-24,West,California,San Francisco,Women's Apparel,60.0,700,420000.0,63000.00000000001,0.15,Outlet,Women,7
158,158,West Gear,1128299,2020-12-25,West,California,San Francisco,Men's Street Footwear,60.0,875,525000.0,183750.00000000003,0.35,Outlet,Men,7
159,159,West Gear,1128299,2020-12-26,West,California,San Francisco,Men's Athletic Footwear,65.0,675,438750.0,87750.0,0.2,Outlet,Men,8
160,160,West Gear,1128299,2020-12-27,West,California,San Francisco,Women's Street Footwear,65.0,725,471250.0,164937.50000000003,0.35,Outlet,Women,1
161,161,West Gear,1128299,2020-12-28,West,California,San Francisco,Women's Athletic Footwear,60.0,625,375000.0,112500.0,0.3,Outlet,Women,5
162,162,West Gear,1128299,2020-12-29,West,California,San Francisco,Men's Apparel,65.0,525,341250.0,170625.0,0.5,Outlet,Men,4
163,163,West Gear,1128299,2020-12-30,West,California,San Francisco,Women's Apparel,80.0,700,560000.0,84000.00000000001,0.15,Outlet,Women,8
164,164,West Gear,1128299,2020-12-31,West,California,San Francisco,Men's Street Footwear,60.0,900,540000.0,216000.0,0.4,Outlet,Men,4
165,165,West Gear,1128299,2021-01-01,West,California,San Francisco,Men's Athletic Footwear,65.0,750,487500.0,121875.0,0.25,Outlet,Men,10
166,166,West Gear,1128299,2021-01-02,West,California,San Francisco,Women's Street Footwear,65.0,750,487500.0,195000.0,0.4,Outlet,Women,9
167,167,West Gear,1128299,2021-01-03,West,California,San Francisco,Women's Athletic Footwear,60.0,650,390000.0,136500.0,0.35,Outlet,Women,8
168,168,West Gear,1128299,2021-01-04,West,California,San Francisco,Men's Apparel,65.0,550,357500.0,196625.00000000003,0.55,Outlet,Men,2
169,169,West Gear,1128299,2021-01-05,West,California,San Francisco,Women's Apparel,80.0,725,580000.0,116000.0,0.2,Outlet,Women,4
170,170,West Gear,1128299,2021-01-06,West,California,San Francisco,Men's Street Footwear,60.0,975,585000.0,234000.0,0.4,Outlet,Men,9
171,171,West Gear,1128299,2021-01-07,West,California,San Francisco,Men's Athletic Footwear,65.0,825,536250.0,134062.5,0.25,Outlet,Men,8
172,172,West Gear,1128299,2021-01-08,West,California,San Francisco,Women's Street Footwear,65.0,825,536250.0,214500.0,0.4,Outlet,Women,8
173,173,West Gear,1128299,2021-01-09,West,California,San Francisco,Women's Athletic Footwear,60.0,700,420000.0,147000.0,0.35,Outlet,Women,5
174,174,West Gear,1128299,2021-01-10,West,California,San Francisco,Men's Apparel,65.0,575,373750.0,205562.50000000003,0.55,Outlet,Men,6
175,175,West Gear,1128299,2021-01-11,West,California,San Francisco,Women's Apparel,80.0,875,700000.0,140000.0,0.2,Outlet,Women,6
176,176,West Gear,1128299,2021-01-12,West,California,San Francisco,Men's Street Footwear,60.0,1025,615000.0,215250.00000000003,0.35,Outlet,Men,7
177,177,West Gear,1128299,2021-01-13,West,California,San Francisco,Men's Athletic Footwear,65.0,875,568750.0,113750.0,0.2,Outlet,Men,5
178,178,West Gear,1128299,2021-01-14,West,California,San Francisco,Women's Street Footwear,65.0,825,536250.0,187687.50000000003,0.35,Outlet,Women,4
179,179,West Gear,1128299,2021-01-15,West,California,San Francisco,Women's Athletic Footwear,60.0,725,435000.0,130500.0,0.3,Outlet,Women,1
180,180,West Gear,1128299,2021-01-16,West,California,San Francisco,Men's Apparel,65.0,775,503750.0,251875.0,0.5,Outlet,Men,4
181,181,West Gear,1128299,2021-01-17,West,California,San Francisco,Women's Apparel,80.0,775,620000.0,93000.0,0.15,Outlet,Women,7
182,182,West Gear,1128299,2021-01-18,West,California,San Francisco,Men's Street Footwear,65.0,975,633750.0,221812.50000000003,0.35,Outlet,Men,3
183,183,West Gear,1128299,2021-01-19,West,California,San Francisco,Men's Athletic Footwear,70.0,925,647500.0,129500.0,0.2,Outlet,Men,1
184,184,West Gear,1128299,2021-01-20,West,California,San Francisco,Women's Street Footwear,65.0,800,520000.0,182000.00000000003,0.35,Outlet,Women,9
185,185,West Gear,1128299,2021-01-21,West,California,San Francisco,Women's Athletic Footwear,65.0,750,487500.0,146250.0,0.3,Outlet,Women,1
186,186,West Gear,1128299,2021-01-22,West,California,San Francisco,Men's Apparel,75.0,750,562500.0,281250.0,0.5,Outlet,Men,5
187,187,West Gear,1128299,2021-01-23,West,California,San Francisco,Women's Apparel,80.0,725,580000.0,87000.00000000001,0.15,Outlet,Women,2
188,188,West Gear,1128299,2021-01-24,West,California,San Francisco,Men's Street Footwear,55.00000000000001,925,508750.00000000006,152625.00000000003,0.3,Outlet,Men,8
189,189,West Gear,1128299,2021-01-25,West,California,San Francisco,Men's Athletic Footwear,60.00000000000001,925,555000.0000000001,83250.00000000001,0.15,Outlet,Men,1
190,190,West Gear,1128299,2021-01-26,West,California,San Francisco,Women's Street Footwear,55.00000000000001,775,426250.00000000006,127875.00000000004,0.3,Outlet,Women,3
